Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
45967,The Blind Owl,Sadegh Hedayat,"Hedayat, Sadegh","صادق هدایت, D.P. Costello","=""0802131808""","=""9780802131805""",3,3.98,Grove Press,Paperback,148,1994,1936,2020/05/24,2017/08/18,"novella, general-fiction, in-translation","novella (#46), general-fiction (#40), in-translation (#20)",read,,,,1,0
1500209,Nobody's Boy,Hector Malot,"Malot, Hector",Florence Crewe-Jones,"=""""","=""""",4,4.38,Feedbooks,Kindle Edition,255,2016,1878,,2017/08/18,"general-fiction, inaccurate-youthful-ratings, in-translation","general-fiction (#41), inaccurate-youthful-ratings (#81), in-translation (#19)",read,,,,1,0
19135360,"The Little Old Lady Who Broke All the Rules (League of Pensioners, #1)",Catharina Ingelman-Sundberg,"Ingelman-Sundberg, Catharina",Rod Bradbury,"=""1447250990""","=""9781447250999""",3,3.25,Pan Macmillan AU,Paperback,435,2014,2012,2018/06/15,2018/06/14,"general-fiction, in-translation","general-fiction (#12), in-translation (#18)",read,,,,1,0
6324991,The Zafarani Files,جمال الغيطاني,"الغيطاني, جمال",Farouk Abdel Wahab,"=""9774161904""","=""9789774161902""",0,3.4,American University in Cairo Press,Hardcover,335,2009,1976,,2019/08/12,"to-read, general-fiction, in-translation","to-read (#88), general-fiction (#3), in-translation (#17)",to-read,,,,0,0
40104741,"An Elderly Lady Is Up to No Good (Äldre dam, #1)",Helene Tursten,"Tursten, Helene",Marlaine Delargy,"=""""","=""""",2,3.78,Soho Crime,Hardcover,178,2018,2013,2020/08/20,2020/08/15,"short-stories-single-author, general-fiction, in-translation","short-stories-single-author (#78), general-fiction (#24), in-translation (#16)",read,,,,1,0
15956705,"Young Doctor's Notebook: New Translation, A",Mikhail Bulgakov,"Bulgakov, Mikhail",Hugh Aplin,"=""184749286X""","=""9781847492869""",0,4.29,Alma Classics,Paperback,161,2021,1925,,2021/01/28,"to-read, general-fiction, in-translation","to-read (#260), general-fiction (#45), in-translation (#15)",to-read,,,,0,0
9717,The Unbearable Lightness of Being,Milan Kundera,"Kundera, Milan","Michael Henry Heim, Richmond Hoxie","=""0571224385""","=""9780571224388""",4,4.11,Harper Perennial,Paperback,320,2009,1984,,2015/09/03,"general-fiction, inaccurate-youthful-ratings, in-translation","general-fiction (#30), inaccurate-youthful-ratings (#58), in-translation (#14)",read,,,,1,0
240976,The Book of Laughter and Forgetting,Milan Kundera,"Kundera, Milan",,"=""0060932147""","=""9780060932145""",3,3.97,HarperPerennial Modern Classics,Paperback,313,1999,1979,,2015/09/03,"general-fiction, inaccurate-youthful-ratings, in-translation","general-fiction (#31), inaccurate-youthful-ratings (#57), in-translation (#13)",read,,,,1,0
28634,Immortality,Milan Kundera,"Kundera, Milan",Peter Kussi,"=""057114456X""","=""9780571144563""",3,4.14,Faber and Faber,Paperback,400,1998,1990,,2015/09/03,"general-fiction, inaccurate-youthful-ratings, in-translation","general-fiction (#33), inaccurate-youthful-ratings (#40), in-translation (#12)",read,,,,1,0
53348415,Τίποτε δεν χάνεται,Cloé Mehdi,"Mehdi, Cloé",Γιάννης Καυκιάς,"=""9604357182""","=""9789604357185""",0,4.12,Πόλις,Paperback,400,2020,2016,,2020/09/24,"to-read, greek, general-fiction, in-translation","to-read (#205), greek (#7), general-fiction (#25), in-translation (#11)",to-read,,,,0,0
34855262,Letters from Klara,Tove Jansson,"Jansson, Tove",Thomas Teal,"=""1908745614""","=""9781908745613""",4,3.66,Sort Of Books,Paperback,137,2017,1991,2021/02/19,2021/02/18,"general-fiction, short-stories-single-author, in-translation","general-fiction (#46), short-stories-single-author (#85), in-translation (#10)",read,,,,1,0
20219187,Ο κύκλος με την κιμωλία,Bertolt Brecht,"Brecht, Bertolt",Μαρία-Λουΐζα Κωνσταντινίδου,"=""""","=""9789606819575""",4,3.75,Εκδόσεις Κ.Μ.Ζαχαράκης,Paperback,64,2004,1945,,2018/06/06,"plays, in-translation","plays (#1), in-translation (#9)",read,,,,1,0
158516,The Twelve Chairs,Ilya Ilf,"Ilf, Ilya","Maurice Friedberg, Yevgeny Petrov, John H.C. Richardson","=""0810114844""","=""9780810114845""",0,4.4,Northwestern University Press,Paperback,395,1997,1928,,2020/11/19,"to-read, plays, in-translation","to-read (#236), plays (#12), in-translation (#8)",to-read,,,,0,0
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, Susan Massotty, Γιάννης Θωμόπουλος, Barbara Mooyaart-Doubleday, Otto H. Frank, Mirjam Pressler","=""""","=""""",3,4.18,Bantam,Mass Market Paperback,283,1993,1947,,2017/08/17,"biography-memoir, history, non-fiction, in-translation","biography-memoir (#19), history (#7), non-fiction (#41), in-translation (#7)",read,,,,1,0
29923125,Το ημερολόγιο του επαναστατικού πολέμου (1956-59) - Τόμος 1,Ernesto Che Guevara,"Guevara, Ernesto Che",Δημήτρης Π. Κωστελένος,"=""""","=""9789606718830""",3,3.91,Εκδόσεις Το Ποντίκι,Paperback,132,2009,1967,,2019/05/12,"biography-memoir, history, politics, non-fiction, in-translation","biography-memoir (#29), history (#10), politics (#21), non-fiction (#51), in-translation (#6)",read,,,,1,0
17680275,Memoirs of an Early Arab Feminist: The Life and Activism of Anbara Salam Khalidi,عنبرة سلام الخالدي,"الخالدي, عنبرة سلام","Anbara Salam Khalidi, Tarif Khalidi","=""0745333567""","=""9780745333564""",0,3.8,Pluto Press,Paperback,184,2013,1978,,2020/09/01,"to-read, feminism, biography-memoir, politics, non-fiction, in-translation","to-read (#191), feminism (#40), biography-memoir (#6), politics (#40), non-fiction (#21), in-translation (#5)",to-read,,,,0,0
36376782,Sara: My Whole Life Was a Struggle,Sakine Cansız,"Cansız, Sakine",Janet Biehl,"=""0745338038""","=""9780745338033""",0,4.27,Pluto Press,Hardcover,384,2018,,,2020/09/01,"to-read, biography-memoir, history, politics, non-fiction, in-translation","to-read (#195), biography-memoir (#5), history (#27), politics (#42), non-fiction (#22), in-translation (#4)",to-read,,,,0,0
19380,Candide,Voltaire,"Voltaire, Voltaire","Rockwell Kent, Walter Jerrold, Don Hagen, Sara Gioacchino Corcos","=""0486266893""","=""9780486266893""",4,3.76,Dover Publications,Paperback,129,1991,1759,,2015/09/03,"18th-19th-century, inaccurate-youthful-ratings, in-translation","18th-19th-century (#5), inaccurate-youthful-ratings (#42), in-translation (#3)",read,,,,1,0
253878,Mademoiselle de Maupin,Théophile Gautier,"Gautier, Théophile","Helen Constantine, Patricia Duncker","=""0140448136""","=""9780140448139""",0,3.91,Penguin Books,Paperback,363,2006,1835,,2020/09/26,"to-read, historical-fiction, 18th-19th-century, in-translation","to-read (#207), historical-fiction (#19), 18th-19th-century (#10), in-translation (#2)",to-read,,,,0,0
56268619,A Feminist Reading of Debt (Mapping Social Reproduction Theory),Luci Cavallero,"Cavallero, Luci","Verónica Gago, Liz Mason-Deese","=""0745341713""","=""9780745341712""",0,3.88,Pluto Press,Hardcover,128,2021,,,2022/12/29,"dnf-but-maybe-someday, non-fiction, feminism, in-translation","dnf-but-maybe-someday (#32), non-fiction (#262), feminism (#73), in-translation (#1)",dnf-but-maybe-someday,,,,0,0
61242426,"Legends & Lattes (Legends & Lattes, #1)",Travis  Baldree,"Baldree, Travis",,"=""""","=""""",0,4.29,Tor,Kindle Edition,296,2022,2022,,2023/01/09,"to-read, mystery, fantasy","to-read (#401), mystery (#239), fantasy (#287)",to-read,,,,0,0
64023397,The Fascist Groove Thing: A History of Thatcher's Britain in 21 Mixtapes,Hugh Hodges,"Hodges, Hugh","Dick Lucas, Boff Whalley","=""1629638846""","=""9781629638843""",0,3.5,PM Press,Kindle Edition,379,2023,,,2023/01/06,"to-read, history, non-fiction","to-read (#397), history (#45), non-fiction (#264)",to-read,,,,0,0
51013146,"Pizza, Pincushions and Playing it Straight",Rayne Constantine,"Constantine, Rayne",,"=""""","=""""",5,4.49,,ebook,306,2020,,2023/01/10,2022/05/03,"non-fiction, sex-work, biography-memoir, gender-and-sexuality, feminism","non-fiction (#240), sex-work (#4), biography-memoir (#51), gender-and-sexuality (#13), feminism (#72)",read,,,,1,0
56337352,Black Metal Rainbows,Daniel Lukes,"Lukes, Daniel","Stanimir Panayotov, Nina Power, Drew Daniel, Kim   Kelly, Laina Dawes, Espi Kvlt, Hunter Hunt-Hendrix, Svein Egil Hatlevik, Eugene S. Robinson, Margaret Killjoy","=""""","=""9781629638812""",0,4.05,PM Press,Paperback,448,2021,2021,,2023/01/09,"to-read, music-arts, non-fiction, queer","to-read (#400), music-arts (#9), non-fiction (#263), queer (#118)",to-read,,,,0,0
41871519,Cosy Crime Short Stories (Gothic Fantasy),Flame Tree Studio,"Studio, Flame Tree","Martin Edwards, Arnold Bennett, Ernest Bramah, Anton Chekhov, Arthur Conan Doyle, Andrew Forrester, R. Austin Freeman, Anna Katherine Green, Maurice Leblanc, Arthur Morrison, Emmuska Orczy, Catherine Louisa Pirkis, Edgar Wallace, Israel Zangwill, G.K. Chesterton, Nancy Sweetland, Trixie Nisbet, Stephanie Bedwell-Grime, Joshua Boyce, Sarah Holly Bryant, Jeffrey B. Burton, C.B. Channell, Gregory Von Dare, Amanda C. Davis, Michael Martin Garrett, Philip Brian Hall, E.E. King, Tom Mead, Annette Siketa, B. David Spicer, Louise Taylor, Elise Warner","=""1787552675""","=""9781787552678""",0,3.86,Flame Tree Collections,Hardcover,480,2019,2019,,2021/11/22,"to-read, short-stories-multiple-authors, wishlist, mystery","to-read (#322), short-stories-multiple-authors (#41), wishlist (#12), mystery (#238)",to-read,,,,0,0
60407642,Christmas Gothic Short Stories (Gothic Fantasy),Jerrold E. Hogle,"Hogle, Jerrold E.",Flame Tree Studio (Literature and Science),"=""1804171646""","=""9781804171646""",0,3.79,Flame Tree Collections,Hardcover,432,2022,,,2023/01/09,"to-read, gothic, horror, short-stories-multiple-authors, wishlist","to-read (#399), gothic (#35), horror (#280), short-stories-multiple-authors (#45), wishlist (#11)",to-read,,,,0,0
41871518,Haunted House Short Stories (Gothic Fantasy),Rebecca Janicker,"Janicker, Rebecca","Ramsey Campbell, John Everson, Rebecca Buchanan, H.B. Diaz, Tom English, Marina Favila, Shannon Fay, Adele Gardner, Gwendolyn Kiste, Bill Kte'pi, Kurt Newton, M.  Regan, Zach Shephard, Morgan Sylvia, Mikal Trimm, E.F. Benson, Ambrose Bierce, Mary Elizabeth Braddon, Rhoda Broughton, Edward Bulwer-Lytton, Bernard Capes, Ralph Adams Cram, B.M. Croker, J. Sheridan Le Fanu, Mary E. Wilkins Freeman, Elizabeth Gaskell, Charlotte Perkins Gilman, O. Henry, William Hope Hodgson, W.W. Jacobs, M.R. James, Rudyard Kipling, H.P. Lovecraft, Guy de Maupassant, E. Nesbit, Vincent O'Sullivan, Mrs. Oliphant, Edgar Allan Poe, Arthur Quiller-Couch, Charlotte Riddell, Mark Twain, Hugh Walpole, Edith Wharton","=""1787552667""","=""9781787552661""",0,3.76,Flame Tree Collections,Hardcover,480,2019,2019,,2021/11/22,"short-stories-multiple-authors, to-read, ghosts-and-hauntings, horror","short-stories-multiple-authors (#42), to-read (#389), ghosts-and-hauntings (#59), horror (#279)",to-read,,,,0,0
7082364,Moukanpeli,Reijo Mäki,"Mäki, Reijo",,"=""9511137603""","=""""",0,2.88,Otava,Paperback,227,1995,1986,,2023/01/07,"to-read, finnish, mystery","to-read (#398), finnish (#10), mystery (#237)",to-read,,,,0,0
34715257,"Think of England (England World, #2)",K.J. Charles,"Charles, K.J.",,"=""""","=""9780995799004""",4,4.23,KJC Books,ebook,239,2017,2014,2023/01/04,2023/01/04,"romance, queer","romance (#42), queer (#117)",read,,,,1,0
40071317,Jonesy: Nine Lives on the Nostromo,Rory Lucey,"Lucey, Rory",,"=""178565926X""","=""9781785659263""",0,4.46,Titan Books (UK),Hardcover,80,2018,,,2021/07/24,"to-read, sequential-art, wishlist","to-read (#305), sequential-art (#35), wishlist (#10)",to-read,,,,0,0
25529086,We Are Going To Bremen To Be Musicians,Geoff Berner,"Berner, Geoff","Marek Colek, Pat Shewchuk","=""9780988022""","=""""",0,4.58,Tin Can Forest Press,Paperback,36,2015,2015,,2022/02/12,"to-read, sequential-art, wishlist","to-read (#337), sequential-art (#36), wishlist (#9)",to-read,,,,0,0
15843266,The Roads Not Taken (Supernatural: The Television Series),Tim Waggoner,"Waggoner, Tim",,"=""160887186X""","=""9781608871865""",0,4.17,Insight Editions,Paperback,160,2013,2013,,2019/03/18,"to-read, choose-your-own-adventure, fantasy, horror, wishlist","to-read (#61), choose-your-own-adventure (#5), fantasy (#104), horror (#94), wishlist (#8)",to-read,,,,0,0
34509,Nanny Ogg's Cookbook,Terry Pratchett,"Pratchett, Terry","Stephen Briggs, Tina Hannan, Paul Kidby","=""0552146730""","=""9780552146739""",0,4.01,Corgi,Paperback,176,2001,1999,,2020/05/14,"to-read, cookbooks, non-fiction, wishlist","to-read (#142), cookbooks (#1), non-fiction (#252), wishlist (#7)",to-read,,,,0,0
36054801,Eerie Elegance Eats: A Halloween Cookbook of Creepy Cuisine,Britta Peterson,"Peterson, Britta",,"=""""","=""""",0,4.1,Britta Blvd Publishing,Kindle Edition,110,2017,,,2020/10/27,"to-read, cookbooks, non-fiction, wishlist","to-read (#228), cookbooks (#2), non-fiction (#253), wishlist (#6)",to-read,,,,0,0
25982612,The Bob's Burgers Burger Book: Real Recipes for Joke Burgers,Loren Bouchard,"Bouchard, Loren","BoB's Burgers, Cole Bowden","=""0789331144""","=""9780789331144""",0,4.48,Universe,Hardcover,128,2016,2016,,2021/01/10,"to-read, cookbooks, non-fiction, wishlist","to-read (#254), cookbooks (#4), non-fiction (#254), wishlist (#5)",to-read,,,,0,0
25499066,An Unexpected Cookbook: The Unofficial Book of Hobbit Cookery,Chris-Rachael Oseland,"Oseland, Chris-Rachael",,"=""""","=""""",0,4.35,Kitchen Overlord,Kindle Edition,136,2015,2014,,2021/06/30,"to-read, cookbooks, non-fiction, wishlist","to-read (#296), cookbooks (#5), non-fiction (#255), wishlist (#4)",to-read,,,,0,0
62851254,A Very Ghostly Christmas: An Anthology of Seasonal Ghost Stories,Alex Ebenstein,"Ebenstein, Alex","Alice  Austin, Andrew Lyall, Anthony Engebretson, April Yates, Clyde Davis, Danielle Edwards, Eleanor Sciolistien, H.B. Diaz, J.L. Royce, Jay Seate, Jessica McHugh, Leila Martin, Lori Green, Maggie Nerz Iribarne, Marisca Pichette, Nicole Little, Olivia Graves, R.L. Summerling, Rebecca Jones-Howe, S.J. Townend, Sally Hughes, Samantha Arthurs, Scotty Sarafian, Sharmon Gazaway, Sophia DeSensei, Vivian Kasley, Warren Benedetto","=""""","=""9781739611606""",0,4.08,Ghost Orchid Press,Paperback,122,2022,,,2022/11/12,"to-read, wishlist, short-stories-multiple-authors, horror, ghosts-and-hauntings","to-read (#383), wishlist (#3), short-stories-multiple-authors (#44), horror (#278), ghosts-and-hauntings (#57)",to-read,,,,0,0
35804613,"A Literary Tea Party: Blends and Treats for Alice, Bilbo, Dorothy, Jo, and Book Lovers Everywhere",Alison  Walsh,"Walsh, Alison",Sara Letourneau,"=""1510729100""","=""9781510729100""",0,3.76,Skyhorse,Hardcover,160,2018,2018,,2022/11/16,"to-read, cookbooks, non-fiction, wishlist","to-read (#388), cookbooks (#7), non-fiction (#257), wishlist (#2)",to-read,,,,0,0
182668,Russia in the Age of Catherine the Great,Isabel de Madariaga,"Madariaga, Isabel de",,"=""1842125117""","=""9781842125113""",0,3.94,Phoenix,Paperback,712,2002,1981,,2022/11/27,"to-read, history, non-fiction, wishlist","to-read (#390), history (#43), non-fiction (#258), wishlist (#1)",to-read,,,,0,0
57405598,Your Guide to Not Getting Murdered in a Quaint English Village,Maureen Johnson,"Johnson, Maureen",Jay    Cooper,"=""1984859625""","=""9781984859624""",2,4.05,Ten Speed Press,Hardcover,128,2021,2021,2022/11/14,2022/11/08,non-fiction,non-fiction (#248),read,,,,1,0
23635169,The Nutcracker Bleeds,Lani Lenore,"Lenore, Lani",,"=""""","=""""",0,4.19,,Kindle Edition,606,2014,2014,,2022/11/12,"horror, retellings, dnf-because-no","horror (#271), retellings (#28), dnf-because-no (#26)",dnf-because-no,,,,0,0
9933459,Dead of Winter,Kealan Patrick Burke,"Burke, Kealan Patrick",,"=""""","=""9781452417295""",2,3.99,Smashwords,ebook,57,2010,2010,2022/11/12,2022/11/12,"horror, short-stories-single-author","horror (#272), short-stories-single-author (#97)",read,,,,1,0
54969452,The Christmas Bell,L.A. Detwiler,"Detwiler, L.A.",,"=""""","=""""",1,3.59,,ebook,160,2020,2020,2022/11/14,2022/11/13,"horror, novella","horror (#273), novella (#90)",read,,,,1,0
2933901,"Hooked on Murder (Crochet Mystery, #1)",Betty Hechtman,"Hechtman, Betty",,"=""0425221253""","=""9780425221259""",0,3.61,Berkley,Mass Market Paperback,280,2008,2008,,2022/11/29,"dnf-because-no, mystery","dnf-because-no (#27), mystery (#235)",dnf-because-no,,,,0,0
50403464,Dark Archives: A Librarian's Investigation into the Science and History of Books Bound in Human Skin,Megan Rosenbloom,"Rosenbloom, Megan",,"=""0374134707""","=""9780374134709""",0,4.06,"Farrar, Straus and Giroux",Hardcover,275,2020,2020,,2022/12/20,"to-read, history, non-fiction","to-read (#394), history (#44), non-fiction (#261)",to-read,,,,0,0
48464,A Good Man Is Hard to Find and Other Stories,Flannery O'Connor,"O'Connor, Flannery",,"=""0151365040""","=""9780151365043""",0,4.19,Harcourt Brace Jovanovich,Hardcover,252,1992,1955,,2022/12/28,"to-read, short-stories-single-author, gothic","to-read (#395), short-stories-single-author (#98), gothic (#34)",to-read,,,,0,0
43260175,Mistletoe,Alison Littlewood,"Littlewood, Alison",,"=""""","=""""",2,3.53,Jo Fletcher Books,Kindle Edition,304,2019,2019,2022/12/28,2021/10/03,"ghosts-and-hauntings, horror","ghosts-and-hauntings (#47), horror (#153)",read,,,,1,0
59808228,The Prisoner,B.A. Paris,"Paris, B.A.",,"=""1250274141""","=""9781250274144""",1,3.59,St. Martin's Press,Hardcover,298,2022,2022,2022/12/28,2022/12/06,"mystery, thriller","mystery (#236), thriller (#76)",read,,,,1,0
34220644,Literary Witches: A Celebration of Magical Women Writers,Taisia Kitaiskaia,"Kitaiskaia, Taisia",Katy Horan,"=""1580056733""","=""9781580056731""",2,3.85,Seal Press,Hardcover,166,2017,2017,2022/12/28,2017/10/29,"feminism, non-fiction","feminism (#1), non-fiction (#128)",read,"A nice collection of female authors that taught me a couple of people I had never heard of before, but I wasn't a fan of the writing style. Very disappointed with tidbits that I can't seem to find supporting evidence for and presentations of grossly racist authors without so much as a line about their ideas outside of the literary merit of their works.",,,1,0
